wd18cd,wd18nm,lat,long
E05003425,Dronfield Woodhouse,-1.49995352771707,53.3098712866389
E05003426,Eckington North,-1.36699458405917,53.3126526065124
E05003427,Eckington South,-1.35483062139967,53.299622050655
E05003428,Gosforth Valley,-1.48617977201637,53.2984640936472
E05003429,Grassmoor,-1.38920784423453,53.2059453190841
E05003430,Holmewood and Heath,-1.34087138901024,53.1964045395589
E05003431,Killamarsh East,-1.30264164181765,53.3219953355106
E05003432,Killamarsh West,-1.32573018763829,53.3165982831124
E05003433,North Wingfield Central,-1.38431131687085,53.1839796342774
E05003434,Pilsley and Morton,-1.39823924170897,53.1512206540678
E05003435,Renishaw,-1.32771694179455,53.2972512817663
E05003436,Ridgeway and Marsh Lane,-1.41607398702167,53.3204467404943
E05003437,Shirland,-1.42234302111253,53.1228060981432
E05003438,Sutton,-1.35327477086729,53.225317626682
E05003439,Tupton,-1.41037016386605,53.194213677975
E05003440,Unstone,-1.42353851743494,53.2935887733815
E05003441,Wingerworth,-1.43494284729371,53.2033158483625
E05003459,Axminster Rural,-2.94589916256011,50.7902692484502
E05003460,Axminster Town,-3.00697515785497,50.7818684734964
E05003461,Beer and Branscombe,-3.13741958193081,50.6998268075509
E05003462,Broadclyst,-3.41422970977027,50.7675978847428
E05003463,Budleigh,-3.33660896714429,50.6439609758546
E05003464,Clyst Valley,-3.43176129936583,50.7072561490411
E05003465,Coly Valley,-3.12623455688385,50.7527855148745
E05003466,Dunkeswell,-3.22534386198094,50.854101227699
E05003467,Exe Valley,-3.52253295861892,50.7770598200478
E05003468,Exmouth Brixington,-3.38430895521879,50.6442856183017
E05003469,Exmouth Halsdon,-3.40865376966007,50.6351943362996
E05003470,Exmouth Littleham,-3.3776142694821,50.6191797644999
E05003471,Exmouth Town,-3.414285872366,50.6206694506265
E05003472,Exmouth Withycombe Raleigh,-3.37955670930031,50.6351625173814
E05003475,Honiton St Paul's,-3.17676429143942,50.7995773350199
E05003476,Newbridges,-3.05177801416508,50.771913942922
E05003477,Newton Poppleford and Harpford,-3.30267944365248,50.7022555183988
E05003478,Otterhead,-3.13046067597734,50.8424122972591
E05003480,Ottery St Mary Town,-3.26372585434579,50.750208409857
E05003481,Raleigh,-3.33486167693938,50.6776417642118
E05003482,Seaton,-3.07478376850685,50.7131055998674
E05003483,Sidmouth Rural,-3.21108347391087,50.722202508957
E05003484,Sidmouth Sidford,-3.2453732891923,50.7058633819494
E05003485,Sidmouth Town,-3.25426615991849,50.6877609826916
E05003486,Tale Vale,-3.28953969160833,50.8246811950949
E05003487,Trinity,-2.9953751376655,50.727675853611
E05003489,Woodbury and Lympstone,-3.40425707636804,50.6663798079673
E05003490,Yarty,-3.03499239507732,50.8485648292234
E05003510,Bradninch,-3.4316552639017,50.8230912369722
E05003511,Cadbury,-3.52536552838812,50.8389085144734
E05003512,Canonsleigh,-3.36931371670952,50.9593735152105
E05003513,Castle,-3.48254847565691,50.9455383500288
E05003514,Clare and Shuttern,-3.52577509862071,50.9764993239827
E05003515,Cranmore,-3.4678983106137,50.8952163298306
E05003516,Cullompton North,-3.38625731048419,50.8585796795958
E05003517,Cullompton Outer,-3.38066934747447,50.8512787566736
E05003518,Cullompton South,-3.39892465313683,50.8534030545503
E05003519,Halberton,-3.4109504995378,50.9075729130067
E05003520,Lawrence,-3.66489964000009,50.7922243677724
E05003521,Lower Culm,-3.34399147818631,50.8949344041767
E05003522,Lowman,-3.4520392653441,50.9317622544373
E05003524,Sandford and Creedy,-3.69836674404389,50.8544999608343
E05003525,Silverton,-3.47131356581023,50.813515790422
E05003526,Taw,-3.84973476822591,50.8463696048661
E05003527,Taw Vale,-3.81985630130036,50.8814605602325
E05003528,Upper Culm,-3.23884435548508,50.9125788567712
E05003529,Upper Yeo,-3.78169723656855,50.7847665154576
E05003530,Way,-3.60517412199468,50.8736472142111
E05003531,Westexe,-3.53121170742097,50.8987909166687
E05003533,Bickington and Roundswell,-4.10132654188401,51.0717813015047
E05003534,Bishop's Nympton,-3.71951039456026,51.0107380609218
E05003535,Bratton Fleming,-3.92836699971425,51.1321147194516
E05003536,Braunton East,-4.13191326901325,51.1254480105847
E05003537,Braunton West,-4.1940177125294396,51.1027436125783
E05003538,Central Town,-4.0542638703778,51.0793694732587
E05003540,Chulmleigh,-3.84799611885179,50.927586960431
E05003541,Combe Martin,-3.97485352821211,51.1971018713548
E05003542,Forches and Whiddon Valley,-4.03163778395844,51.0754318780685
E05003543,Fremington,-4.13683708557999,51.0648482562201
E05003544,Georgeham and Mortehoe,-4.1730609147248,51.1576382219216
E05003545,Heanton Punchardon,-4.12820599721205,51.0966723686938
E05003546,Ilfracombe Central,-4.1280827385564,51.2064951830563
E05003547,Ilfracombe East,-4.09626062465795,51.1986230453271
E05003548,Ilfracombe West,-4.14520643675504,51.1907010521055
E05003549,Instow,-4.14103214618149,51.0340496407011
E05003551,Longbridge,-4.07369243736388,51.073369723283
E05003552,Lynton and Lynmouth,-3.80059814378911,51.206417859851
E05003553,Marwood,-4.0311726560804,51.1401295423459
E05003554,Newport,-4.04625549642868,51.0698915320258
E05003555,North Molton,-3.80224156836987,51.0734027621117
E05003556,Pilton,-4.06528351051396,51.087841569414
E05003557,South Molton,-3.85538875692586,51.0168549909027
E05003558,Witheridge,-3.70243626425706,50.9531386535585
E05003559,Yeo Valley,-4.03762163649925,51.0840857246244
E05003591,Ashburton and Buckfastleigh,-3.76724116182013,50.5259994617512
E05003592,Bishopsteignton,-3.54551635547052,50.5659167077549
E05003593,Bovey,-3.70439308485086,50.6068050125767
E05003594,Bradley,-3.64250769316193,50.5415771935489
E05003595,Buckland and Milber,-3.58336548374458,50.5235383694163
E05003596,Bushell,-3.6073717649598,50.5331208263333
E05003597,Chudleigh,-3.60952596601513,50.6125156209196
E05003599,Dawlish Central and North East,-3.46594412054594,50.5988715260615
E05003600,Dawlish South West,-3.49737282373533,50.5781523119217
E05003601,Haytor,-3.71448003044952,50.5608958997219
E05003602,Ipplepen,-3.63350370677472,50.4817037747568
E05003603,Kenn Valley,-3.53861128578789,50.6694758210239
E05003604,Kenton with Starcross,-3.50329982598453,50.6214265662691
E05003605,Kerswell-with-Combe,-3.56908681964763,50.510243681231
E05003606,Kingsteignton East,-3.57940683837119,50.5673093074324
E05003607,Kingsteignton West,-3.61745635332644,50.5651366728199
E05003608,Moorland,-3.80268356878874,50.6145117835408
E05003609,Shaldon and Stokeinteignhead,-3.52481088669574,50.5252033177313
E05003610,Teignbridge North,-3.63990122033751,50.7280526727998
E05003611,Teignmouth Central,-3.5056812032217,50.558906011033
E05003612,Teignmouth East,-3.49225455161111,50.5595508365595
E05003613,Teignmouth West,-3.51287284498005,50.5529659853434
E05003614,Teign Valley,-3.66287019639296,50.6701028036156
E05003615,Appledore,-4.21039349771049,51.0520978951262
E05003616,Bideford East,-4.14414754685026,50.9975625584066
E05003617,Bideford North,-4.21477599186714,51.0205377191161
E05003618,Bideford South,-4.22924392966858,51.0107466748681
E05003619,Broadheath,-4.30863976054006,50.7180501546272
E05003620,Clinton,-4.13225121182416,50.8908539472098
E05003621,Clovelly Bay,-4.41428093243254,50.9881847238752
E05003622,Coham Bridge,-4.23679656626231,50.8280035543513
E05003623,Forest,-4.26469962672671,50.7615071726943
E05003624,Hartland and Bradworthy,-4.45722114472571,50.9508061064771
E05003625,Holsworthy,-4.34955982562401,50.8370699767095
E05003626,Kenwith,-4.28933499621792,50.9855864863557
E05003627,Monkleigh and Littleham,-4.20842400903995,50.9665278259356
E05003628,Northam,-4.2177878038103,51.0394806631028
E05003629,Orchard Hill,-4.22023818676876,51.0273883368816
E05003630,Shebbear and Langtree,-4.21777316895718,50.8904226289827
E05003631,Tamarside,-4.41468642765161,50.8159312624051
E05003632,Three Moors,-4.03843697400834,50.9088889943892
E05003633,Torrington,-4.13673099387068,50.9618773490983
E05003634,Two Rivers,-4.05134326115348,50.9667454329139
E05003635,Waldon,-4.2934421502553,50.9155259559284
E05003636,Westward Ho!,-4.238692216038,51.0369122014122
E05003637,Winkleigh,-3.95027258632243,50.8823500649245
E05003660,Burton and Winkton,-1.75995135055526,50.7587288368977
E05003661,Grange,-1.75015590805993,50.7396959063371
E05003662,Highcliffe,-1.70442414144315,50.7407607023096
E05003663,Jumpers,-1.79112941165566,50.74802118808
E05003664,Mudeford and Friars Cliff,-1.73820636936408,50.7324208511668
E05003665,North Highcliffe and Walkford,-1.69747781470042,50.7487521873387
E05003666,Portfield,-1.79052068055141,50.7415142685465
E05003667,Purewell and Stanpit,-1.7630215562621,50.7337834532373
E05003668,St Catherine's and Hurn,-1.82514106521562,50.7766143635249
E05003669,Town Centre,-1.78168398745495,50.7341581860319
E05003670,West Highcliffe,-1.72742841942704,50.7445964786314
E05003770,Littlemoor,-2.45194826480791,50.6444853317413
E05003771,Melcombe Regis,-2.4534263551109,50.616368011567
E05003772,Preston,-2.42601084793992,50.644065131749
E05003773,Radipole,-2.45408273056121,50.6271466825378
E05003774,Tophill East,-2.42968391112769,50.549673691574
E05003775,Tophill West,-2.44686184143247,50.5341422283516
E05003776,Underhill,-2.45300079005424,50.5695711810026
E05003777,Upwey and Broadwey,-2.47940171282855,50.662854223317
E05003778,Westham East,-2.46444867244853,50.6100274368314
E05003779,Westham North,-2.47163528865192,50.6202912532979
E05003780,Westham West,-2.47873586771446,50.6079462227442
E05003781,Wey Valley,-2.47109266728955,50.6382731917946
E05003782,Weymouth East,-2.45444428732349,50.6030436129113
E05003783,Weymouth West,-2.46721626280633,50.5992626406132
E05003784,Wyke Regis,-2.47733023928968,50.5941674080007
E05003920,Devonshire,0.298113838012221,50.7757882031557
E05003921,Hampden Park,0.277606141200163,50.7992909654551
E05003922,Langney,0.29843413428711,50.806009334089
E05003923,Meads,0.246041632837795,50.751474743221
E05003924,Old Town,0.240949301426521,50.7727379221868
E05003925,Ratton,0.252044750257625,50.7930642882541
E05003926,St Anthony's,0.303319698359217,50.792328772037
E05003927,Sovereign,0.323362970891976,50.7911227408308
E05003928,Upperton,0.276477368820474,50.7774902835311
E05003945,Barcombe and Hamsey,0.0122533519378955,50.919121959928
E05003946,Chailey and Wivelsfield,-0.0394147300119845,50.9639960423099
E05003947,Ditchling and Westmeston,-0.105625550825088,50.9185658194532
E05003948,East Saltdean and Telscombe Cliffs,-0.0153031788796717,50.8057237219483
E05003949,Kingston,-0.0264573291858681,50.8494466196258
E05003950,Lewes Bridge,0.0244895252168312,50.879001298023
E05003951,Lewes Castle,0.00123531525968382,50.879121201952
E05003952,Lewes Priory,-0.00667617584536152,50.8694434958479
E05003953,Newhaven Denton and Meeching,0.0568271219009519,50.7925144538771
E05003954,Newhaven Valley,0.0388652994336761,50.7964828197745
E05003955,Newick,0.0217071980126812,50.9685689239177
E05003956,Ouse Valley and Ringmer,0.0708645636652633,50.8612917029351
E05003957,Peacehaven East,0.0176803200379186,50.791492563746
E05003958,Peacehaven North,0.00566613114334815,50.8038556642167
E05003959,Peacehaven West,-0.00304692446557814,50.7948787771535
E05003960,"Plumpton, Streat, East Chiltington and St John (Without)",-0.0562100082567329,50.9182844886217
E05003961,Seaford Central,0.100571444369137,50.7749146563526
E05003962,Seaford East,0.135489192680374,50.7721888769694
E05003963,Seaford North,0.117487551777402,50.7870663383305
E05003964,Seaford South,0.115032683578251,50.76851150376
E05003965,Seaford West,0.091023447920894,50.7877768659522
E05003966,Battle Town,0.485775083688907,50.9160063398939
E05003967,Brede Valley,0.608110575267159,50.9298612996902
E05003968,Central,0.470440941106807,50.8408886498256
E05003969,Collington,0.448635999336046,50.8380649270207
E05003970,Crowhurst,0.443429364612628,50.9023505368452
E05003971,Darwell,0.410721931323742,50.9669632634057
E05003972,Eastern Rother,0.749607314593486,50.9477190813262
E05003973,Ewhurst and Sedlescombe,0.542610167534464,50.9652793230124
E05003974,Kewhurst,0.448429074628238,50.8454174139444
E05003975,Marsham,0.641659223839126,50.8975047091799
E05003976,Old Town,0.484037932549495,50.8531519949001
E05003977,Rother Levels,0.647295245410003,50.9807612960842
E05003978,Rye,0.729344307704754,50.9482938131261
E05003979,Sackville,0.488215276824932,50.8423925961328
E05003980,St Marks,0.411300560528719,50.8426228632511
E05003981,St Michaels,0.504835317093401,50.8544026230262
E05003982,St Stephens,0.461774011575719,50.8515771214687
E05003983,Salehurst,0.490559576222453,51.0039635052153
E05003984,Sidley,0.467911678940423,50.8653509219651
E05003985,Ticehurst and Etchingham,0.407466165907909,51.0366948412056
E05003986,Alfriston,0.143872472007264,50.8394525203304
E05003987,Buxted and Maresfield,0.144731137274239,51.001622218479
E05003988,Chiddingly and East Hoathly,0.161677823791459,50.9090772883221
E05003989,Cross in Hand/Five Ashes,0.224725664279586,50.9833351038419
E05003990,Crowborough East,0.172409056430266,51.0438618062751
E05003991,Crowborough Jarvis Brook,0.188434969733399,51.0498973798853
E05003992,Crowborough North,0.17455815261819,51.0597527206627
E05003993,Crowborough St. Johns,0.140113138987576,51.0529633409043
E05003994,Crowborough West,0.152356790662094,51.0444144446923
E05003995,Danehill/Fletching/Nutley,0.0449877531784355,51.0008967450208
E05003996,East Dean,0.189736345551586,50.7938151019735
E05003997,Forest Row,0.0393492653867379,51.1055279223167
E05003998,Framfield,0.167284752664067,50.9547717397069
E05003999,Frant/Withyham,0.20900900158222,51.0936700460773
E05004000,Hailsham Central and North,0.275310119919605,50.8731315993031
E05004001,Hailsham East,0.277829096592995,50.8520151731125
E05004002,Hailsham South and West,0.250201512777887,50.8558201774224
E05004003,Hartfield,0.091612834986003,51.0732128012824
E05004004,Heathfield East,0.307611894112455,50.9501916799106
E05004005,Heathfield North and Central,0.273597204102201,50.9826286394165
E05004006,Hellingly,0.227204932496056,50.8769169587672
E05004007,Herstmonceux,0.321422823837106,50.889990295008
E05004008,Horam,0.25120362392561,50.931980378045
E05004009,Mayfield,0.279010053320649,51.0162893945246
E05004010,Ninfield and Hooe with Wartling,0.389093050582761,50.8695250013799
E05004011,Pevensey and Westham,0.321372534070456,50.8299620219636
E05004012,Polegate North,0.249665221716262,50.8282805935822
E05004013,Polegate South,0.240395567512181,50.8180255566012
E05004014,Rotherfield,0.204262954118759,51.0397403278443
E05004015,Uckfield Central,0.0903106919042826,50.9715233692863
E05004016,Uckfield New Town,0.0961964841426158,50.9656639078355
E05004017,Uckfield North,0.0998771581676115,50.9798168919096
E05004018,Uckfield Ridgewood,0.100167430018247,50.9574093454314
E05004019,Wadhurst,0.319901369019424,51.0610494352161
E05004020,Willingdon,0.231160370160578,50.8003225143592
E05004021,Billericay East,0.435140186019112,51.629509421476
E05004022,Billericay West,0.411732882490796,51.6402110888688
E05004023,Burstead,0.414768367119003,51.6088431448989
E05004024,Crouch,0.463601501316336,51.6020746001362
E05004025,Fryerns,0.475754180556,51.5830945211303
E05004026,Laindon Park,0.407427271771595,51.5772823496904
E05004027,Langdon Hills,0.42136576464967,51.5596296432612
E05004028,Lee Chapel North,0.435767841986686,51.5721956202289
E05004029,Nethermayne,0.468861545856686,51.556270912738
E05004030,Pitsea North West,0.509020592886263,51.5813507340026
E05004031,Pitsea South East,0.524728570092498,51.5603711515451
E05004032,St Martin's,0.462859204011107,51.5735176156736
E05004033,Vange,0.486351339469964,51.5656345943637
E05004034,Wickford Castledon,0.507998640912682,51.6060786086226
E05004035,Wickford North,0.536439383173531,51.6140314814768
E05004036,Wickford Park,0.535356033336706,51.5969604051345
E05004067,Brentwood North,0.299165897563828,51.6261716203019
E05004068,Brentwood South,0.313952217786847,51.6160713488324
E05004069,Brentwood West,0.289242673715078,51.6151235778413
E05004070,Brizes and Doddinghurst,0.248212349916953,51.6584844443943
E05004071,"Herongate, Ingrave and West Horndon",0.354701427669152,51.589798525552
E05004072,Hutton Central,0.347830295091717,51.6234448846611
E05004073,Hutton East,0.369638408926805,51.6273410150964
E05004074,Hutton North,0.347213972482093,51.6375785684056
E05004075,Hutton South,0.33318590276168,51.6219957338386
E05004076,"Ingatestone, Fryerning and Mountnessing",0.367533899022242,51.6674741274207
E05004077,Pilgrims Hatch,0.288135244510845,51.6422097632732
E05004078,Shenfield,0.324123290205635,51.6389212762166
E05004079,South Weald,0.259672194066057,51.6281102850601
E05004080,Tipps Cross,0.307480805414364,51.6858532993121
E05004081,Warley,0.302474552984493,51.5908280432788
E05004082,Appleton,0.554691392394146,51.5624706307528
E05004083,Boyce,0.57838478464999,51.5516968280549
E05004084,Canvey Island Central,0.578815972082689,51.5230279732269
E05004085,Canvey Island East,0.615341993594411,51.5190602137933
E05004086,Canvey Island North,0.608757023588955,51.526009838073
E05004087,Canvey Island South,0.593296311269296,51.5167046939396
E05004088,Canvey Island West,0.553585042266767,51.5261310086231
E05004089,Canvey Island Winter Gardens,0.583407710793966,51.5318734429892
E05004090,Cedar Hall,0.588418871970398,51.5677204900667
E05004091,St George's,0.551399691662051,51.5732965166012
E05004092,St James,0.610144651953907,51.5460995980297
E05004093,St Mary's,0.551345707981245,51.5527056221834
E05004094,St Peter's,0.571838842252749,51.575119619815
E05004095,Victoria,0.6128604529197,51.566314190128
E05004096,Bicknacre and East and West Hanningfield,0.546067467840178,51.6771468948118
E05004097,Boreham and The Leighs,0.52073496766317,51.7965130592134
E05004098,Broomfield and The Walthams,0.45998190184086,51.7988943697422
E05004099,Chelmer Village and Beaulieu Park,0.51127674157026,51.7412454763756
E05004100,Chelmsford Rural West,0.382417377898359,51.7564280260858
E05004101,Galleywood,0.487542633685197,51.6966519554827
E05004102,Goat Hall,0.455565863513861,51.7077183284721
E05004103,Great Baddow East,0.504726879755597,51.7168503801386
E05004104,Great Baddow West,0.486700045308564,51.7139066816716
E05004105,"Little Baddow, Danbury and Sandon",0.559373290429087,51.7197072092422
E05004106,Marconi,0.463505734830856,51.7410134204686
E05004107,Moulsham and Central,0.473459785923303,51.7290674716145
E05004108,Moulsham Lodge,0.473524628042147,51.7182444635605
E05004109,Patching Hall,0.465345336079619,51.750801392364
E05004110,Rettendon and Runwell,0.556194531291997,51.640673997337
E05004111,St Andrews,0.44619499093776,51.7474783888183
E05004112,"South Hanningfield, Stock and Margaretting",0.453634329089924,51.6625540371441
E05004113,South Woodham-Chetwood and Collingwood,0.618312625522937,51.6383909077929
E05004114,South Woodham-Elmwood and Woodville,0.606734601837234,51.6532008149997
E05004115,Springfield North,0.496790089258554,51.759153162977
E05004116,The Lawns,0.485228369991165,51.7474512437632
E05004117,Trinity,0.489815038933543,51.738063603869
E05004118,Waterhouse Farm,0.452397512441457,51.72928011738
E05004119,Writtle,0.417218385519638,51.7286017340414
E05004147,"Broadley Common, Epping Upland and Nazeing",0.0740556356806906,51.7235749290323
E05004148,Buckhurst Hill East,0.0515624004458577,51.6255886162623
E05004149,Buckhurst Hill West,0.0366037350895399,51.6285544271545
E05004150,Chigwell Row,0.107991927874105,51.6218561785014
E05004151,Chigwell Village,0.0817517735519565,51.6284350667478
E05004152,"Chipping Ongar, Greensted and Marden Ash",0.233928190161232,51.7028265405912
E05004153,Epping Hemnall,0.1191767768254,51.6917049162803
E05004154,Epping Lindsey and Thornwood Common,0.124332355588413,51.7140461399119
E05004155,Grange Hill,0.0840982877494006,51.6110463514689
E05004157,"High Ongar, Willingale and The Rodings",0.298198488823475,51.739906558183
E05004158,Lambourne,0.134669003118551,51.6423086031259
E05004159,Loughton Alderton,0.073898683813962,51.6436192864731
E05004160,Loughton Broadway,0.089779390278485,51.6533976677125
E05004161,Loughton Fairmead,0.0784035038962492,51.6558846011181
E05004162,Loughton Forest,0.0428404194610846,51.6428778895838
E05004163,Loughton Roding,0.0612581287872031,51.637108007804
E05004164,Loughton St John's,0.0616452414599103,51.6625918714338
E05004165,Loughton St Mary's,0.0636714514888884,51.6483870657689
E05004166,Lower Nazeing,0.0138603533816753,51.7360491515709
E05004167,Lower Sheering,0.165927993326742,51.8033625815383
E05004169,North Weald Bassett,0.167338971460768,51.7228745802948
E05004170,Passingford,0.17524367017929,51.6742259030549
E05004171,Roydon,0.0327169566090845,51.762651904108
E05004172,Shelley,0.246874755727301,51.7210104231049
E05004173,Theydon Bois,0.100761177452144,51.6694919994943
E05004174,Waltham Abbey High Beach,0.0301589029082318,51.6705437573156
E05004175,Waltham Abbey Honey Lane,0.019062681625085,51.6813367823822
E05004176,Waltham Abbey North East,0.0178799108111784,51.7076207575532
E05004177,Waltham Abbey Paternoster,0.0269579634310859,51.6911643498493
E05004178,Waltham Abbey South West,-0.00716491556759822,51.6896003573792
E05004179,Bush Fair,0.115256592002696,51.7600300428423
E05004180,Church Langley,0.140361056985232,51.7652334836193
E05004181,Great Parndon,0.077273610581993,51.757381908924
E05004182,Harlow Common,0.127457550028361,51.7551974997946
E05004183,Little Parndon and Hare Street,0.0740541577060284,51.7730042247339
E05004184,Mark Hall,0.12061595996521,51.7803455457751
E05004185,Netteswell,0.103755117356916,51.7752595865306
E05004186,Old Harlow,0.144684008099474,51.7808820301275
E05004187,Staple Tye,0.100018960329237,51.7497130331501
E05004188,Sumners and Kingsmoor,0.0837444212428767,51.74484738557
E05004189,Toddbrook,0.09630817998568,51.7617507260703
E05004190,Althorne,0.735383008899311,51.673491986762
E05004191,Burnham-on-Crouch North,0.848446759721837,51.6350803167501
E05004192,Burnham-on-Crouch South,0.817334127936309,51.628176809972
E05004193,Great Totham,0.703238977906782,51.7799543846044
E05004194,Heybridge East,0.722212641442808,51.7331508249852
E05004195,Heybridge West,0.680749457540211,51.743944755366996
E05004196,Maldon East,0.704182589306927,51.7199987159816
E05004197,Maldon North,0.665446640530567,51.7346779373927
E05004198,Maldon South,0.68274276123642,51.7163694288883
E05004199,Maldon West,0.662324948311689,51.7212831044555
E05004200,Mayland,0.803542204378963,51.6928497197761
E05004201,Purleigh,0.660836632151072,51.6711177479948
E05004202,Southminster,0.860711376404779,51.6550198271973
E05004203,Tillingham,0.900148008920861,51.6987367229324
E05004204,Tollesbury,0.854327637914568,51.7624085566708
E05004205,Tolleshunt D'Arcy,0.778640757522293,51.7700267598781
E05004206,Wickham Bishops and Woodham,0.640267890233136,51.7440441491276
E05004226,Alresford,0.998749054306087,51.8483275153314
E05004227,Alton Park,1.14307132205486,51.7954100920812
E05004228,Ardleigh and Little Bromley,0.995527439330032,51.9176187583129
E05004229,Beaumont and Thorpe,1.18611577782781,51.8686528923413
E05004230,Bockings Elm,1.12237514407466,51.8044602912266
E05004231,"Bradfield, Wrabness and Wix",1.1315315240125,51.9219095386118
E05004232,Brightlingsea,1.01971944050777,51.819155963541
E05004233,Burrsville,1.17830102594448,51.8159119946559
E05004234,Frinton,1.24497702018715,51.8333008739839
E05004235,Golf Green,1.10846325336383,51.7815887936037
E05004236,Great and Little Oakley,1.19217999416417,51.9029174590008
E05004237,Great Bentley,1.06832913205702,51.8501742347173
E05004238,Hamford,1.2451642440693,51.8423230110279
E05004239,Harwich East,1.28590355371585,51.9427970746519
E05004240,Harwich East Central,1.27185758458673,51.937007392318
E05004241,Harwich West,1.24827171232002,51.9278050690861
E05004242,Harwich West Central,1.26194327051697,51.931871604366
E05004243,Haven,1.20570243213658,51.8086289273006
E05004244,Holland and Kirby,1.21687086856229,51.8351953882412
E05004245,Homelands,1.2543313612555,51.8520004638263
E05004246,Lawford,1.03665714515832,51.9381484693074
E05004247,Little Clacton and Weeley,1.13918201470793,51.8409149313353
E05004248,"Manningtree, Mistley, Little Bentley and Tendring",1.09053620974009,51.8955785871427
E05004249,Peter Bruff,1.13868688912935,51.8008447330119
E05004250,Pier,1.1535018032793,51.7910723432491
E05004251,Ramsey and Parkeston,1.21198769593074,51.9281241371309
E05004252,Rush Green,1.1275973698631,51.7924841046977
E05004253,St Bartholomews,1.18540224941428,51.8032190065058
E05004254,St James,1.13507591922827,51.7835465767287
E05004255,St Johns,1.15474432405989,51.8141080060077
E05004256,St Marys,1.15256732891921,51.8036599095856
E05004257,St Osyth and Point Clear,1.08038380178775,51.8045538803857
E05004258,St Pauls,1.16817558202005,51.7989693149127
E05004259,"Thorrington, Frating, Elmstead and Great Bromley",1.01705213419673,51.8735795596306
E05004260,Walton,1.27382894789596,51.8630032280365
E05004288,All Saints,-2.0648170795552,51.8992750509575
E05004289,Battledown,-2.03386795080558,51.8925306984327
E05004290,Benhall and The Reddings,-2.12636800138529,51.8912782480835
E05004291,Charlton Kings,-2.04108243136433,51.8735849133902
E05004292,Charlton Park,-2.06208070761478,51.8758872260394
E05004293,College,-2.07378921528135,51.8906149028177
E05004294,Hesters Way,-2.12444404479257,51.9013058185958
E05004295,Lansdown,-2.08666950542279,51.897709051769
E05004296,Leckhampton,-2.08310164515934,51.8780782060765
E05004297,Oakley,-2.0502538783076,51.9056085021896
E05004298,Park,-2.09233832018215,51.8898443562135
E05004299,Pittville,-2.07027463302259,51.9098236627548
E05004300,Prestbury,-2.05591862995122,51.9179662527758
E05004301,St Mark's,-2.10707148000745,51.9004470845338
E05004302,St Paul's,-2.08031694489753,51.9069663805454
E05004303,St Peter's,-2.09496825947783,51.9055702322948
E05004304,Springbank,-2.11910700269465,51.9118057884602
E05004305,Swindon Village,-2.0906861067272,51.9238494140386
E05004306,Up Hatherley,-2.11693708220295,51.884504187207
E05004307,Warden Hill,-2.10254055272932,51.8843228930453
E05004336,"Alvington, Aylburton and West Lydney",-2.55963896198645,51.717899619282
E05004337,Awre,-2.46174939476314,51.7666054436531
E05004338,Berry Hill,-2.61448876776295,51.8094371775624
E05004339,Blaisdon and Longhope,-2.45130486372433,51.8633643447987
E05004340,Bream,-2.57666869038582,51.7533127408863
E05004341,Bromesberrow and Dymock,-2.43229379561839,51.9872558358174
E05004342,Christchurch and English Bicknor,-2.61616033822622,51.819195512526
E05004343,Churcham and Huntley,-2.37267348464401,51.8696686991361
E05004344,Cinderford East,-2.49454887306752,51.8241616729368
E05004345,Cinderford West,-2.52798010857023,51.8246415239414
E05004346,Coleford Central,-2.62389998146722,51.7971870794612
E05004347,Coleford East,-2.60419420961687,51.787437619406
E05004348,Hartpury,-2.31570532133093,51.9324590750795
E05004349,Hewelsfield and Woolaston,-2.61814581416606,51.7019938262198
E05004350,Littledean and Ruspidge,-2.49795035738728,51.8056475732759
E05004351,Lydbrook and Ruardean,-2.55842828736096,51.8465134280185
E05004352,Lydney East,-2.50666716045516,51.7311612210187
E05004353,Lydney North,-2.51750572578335,51.7429422524223
E05004354,Mitcheldean and Drybrook,-2.49679774933111,51.8619808992652
E05004355,Newent Central,-2.40524753272422,51.9270226412793
E05004356,Newland and St Briavels,-2.63693720910863,51.7534254777808
E05004357,Newnham and Westbury,-2.40913248530692,51.8243750928022
E05004358,Oxenhall and Newent North East,-2.41100255883596,51.9354191410572
E05004359,Pillowell,-2.54914825532324,51.774546867099
E05004360,Redmarley,-2.3533129491892,51.9710474672453
E05004361,Tibberton,-2.3857123823166,51.9002806866183
E05004362,Tidenham,-2.64811196756476,51.6674935123323
E05004408,Ashchurch with Walton Cardiff,-2.10565962688486,51.9906427777527
E05004412,Churchdown St John's,-2.17814900079733,51.8910744709425
E05004416,Cleeve West,-2.08005798450707,51.9494813332556
E05004418,Highnam with Haw Bridge,-2.26289746208029,51.9212370936614
E05004420,Innsworth with Down Hatherley,-2.20182477568206,51.8954815726684
E05004422,Northway,-2.11539564194974,52.0053164358566
E05004425,Tewkesbury Newtown,-2.13240573384843,51.9988090260944
E05004427,Tewkesbury Town with Mitton,-2.15805408289696,51.9953642796071
E05004428,Twyning,-2.15590214159767,52.028266987324
E05004430,Basing,-1.02316322919914,51.2688900050732
E05004431,Baughurst and Tadley North,-1.18037724916375,51.3302452762263
E05004432,Brighton Hill North,-1.10810591644192,51.245643225072
E05004433,Brighton Hill South,-1.11597580761245,51.2399929399641
E05004434,Brookvale and Kings Furlong,-1.09960507242865,51.2616144876383
E05004435,Buckskin,-1.13718520373362,51.2599497621907
