WDCD,WDNM,LBCD,LBNM,GORCD,GORNM,CTRYCD,CTRYNM
E05000488,Manor Park,E09000025,Newham,E12000007,London,E92000001,England
E05000489,Plaistow North,E09000025,Newham,E12000007,London,E92000001,England
E05000490,Plaistow South,E09000025,Newham,E12000007,London,E92000001,England
E05000491,Royal Docks,E09000025,Newham,E12000007,London,E92000001,England
E05000492,Stratford and New Town,E09000025,Newham,E12000007,London,E92000001,England
E05000493,Wall End,E09000025,Newham,E12000007,London,E92000001,England
E05000494,West Ham,E09000025,Newham,E12000007,London,E92000001,England
E05000516,Barnes,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000517,East Sheen,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000518,Fulwell and Hampton Hill,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000519,"Ham, Petersham and Richmond Riverside",E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000520,Hampton,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000521,Hampton North,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000522,Hampton Wick,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000523,Heathfield,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000524,Kew,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000525,Mortlake and Barnes Common,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000526,North Richmond,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000527,St Margarets and North Twickenham,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000528,South Richmond,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000529,South Twickenham,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000530,Teddington,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000531,Twickenham Riverside,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000532,West Twickenham,E09000027,Richmond upon Thames,E12000007,London,E92000001,England
E05000555,Beddington North,E09000029,Sutton,E12000007,London,E92000001,England
E05000556,Beddington South,E09000029,Sutton,E12000007,London,E92000001,England
E05000557,Belmont,E09000029,Sutton,E12000007,London,E92000001,England
E05000558,Carshalton Central,E09000029,Sutton,E12000007,London,E92000001,England
E05000559,Carshalton South and Clockhouse,E09000029,Sutton,E12000007,London,E92000001,England
E05000560,Cheam,E09000029,Sutton,E12000007,London,E92000001,England
E05000561,Nonsuch,E09000029,Sutton,E12000007,London,E92000001,England
E05000562,St Helier,E09000029,Sutton,E12000007,London,E92000001,England
E05000563,Stonecot,E09000029,Sutton,E12000007,London,E92000001,England
E05000564,Sutton Central,E09000029,Sutton,E12000007,London,E92000001,England
E05000565,Sutton North,E09000029,Sutton,E12000007,London,E92000001,England
E05000566,Sutton South,E09000029,Sutton,E12000007,London,E92000001,England
E05000567,Sutton West,E09000029,Sutton,E12000007,London,E92000001,England
E05000568,The Wrythe,E09000029,Sutton,E12000007,London,E92000001,England
E05000569,Wallington North,E09000029,Sutton,E12000007,London,E92000001,England
E05000570,Wallington South,E09000029,Sutton,E12000007,London,E92000001,England
E05000571,Wandle Valley,E09000029,Sutton,E12000007,London,E92000001,England
E05000572,Worcester Park,E09000029,Sutton,E12000007,London,E92000001,England
E05000590,Cann Hall,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000591,Cathall,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000592,Chapel End,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000593,Chingford Green,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000594,Endlebury,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000595,Forest,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000596,Grove Green,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000597,Hale End and Highams Park,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000598,Hatch Lane,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000599,High Street,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000600,Higham Hill,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000601,Hoe Street,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000602,Larkswood,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000603,Lea Bridge,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000604,Leyton,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000605,Leytonstone,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000606,Markhouse,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000607,Valley,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000608,William Morris,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000609,Wood Street,E09000031,Waltham Forest,E12000007,London,E92000001,England
E05000610,Balham,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000611,Bedford,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000612,Earlsfield,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000613,East Putney,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000614,Fairfield,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000615,Furzedown,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000616,Graveney,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000617,Latchmere,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000618,Nightingale,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000619,Northcote,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000620,Queenstown,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000621,Roehampton and Putney Heath,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000622,St Mary's Park,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000623,Shaftesbury,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000624,Southfields,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000625,Thamesfield,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000626,Tooting,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000627,Wandsworth Common,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000628,West Hill,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000629,West Putney,E09000032,Wandsworth,E12000007,London,E92000001,England
E05000630,Abbey Road,E09000033,Westminster,E12000007,London,E92000001,England
E05000631,Bayswater,E09000033,Westminster,E12000007,London,E92000001,England
E05000632,Bryanston and Dorset Square,E09000033,Westminster,E12000007,London,E92000001,England
E05000633,Churchill,E09000033,Westminster,E12000007,London,E92000001,England
E05000634,Church Street,E09000033,Westminster,E12000007,London,E92000001,England
E05000635,Harrow Road,E09000033,Westminster,E12000007,London,E92000001,England
E05000636,Hyde Park,E09000033,Westminster,E12000007,London,E92000001,England
E05000637,Knightsbridge and Belgravia,E09000033,Westminster,E12000007,London,E92000001,England
E05000638,Lancaster Gate,E09000033,Westminster,E12000007,London,E92000001,England
E05000639,Little Venice,E09000033,Westminster,E12000007,London,E92000001,England
E05000640,Maida Vale,E09000033,Westminster,E12000007,London,E92000001,England
E05000641,Marylebone High Street,E09000033,Westminster,E12000007,London,E92000001,England
E05000642,Queen's Park,E09000033,Westminster,E12000007,London,E92000001,England
E05000643,Regent's Park,E09000033,Westminster,E12000007,London,E92000001,England
E05000644,St James's,E09000033,Westminster,E12000007,London,E92000001,England
E05000645,Tachbrook,E09000033,Westminster,E12000007,London,E92000001,England
E05000646,Vincent Square,E09000033,Westminster,E12000007,London,E92000001,England
E05000647,Warwick,E09000033,Westminster,E12000007,London,E92000001,England
E05000648,Westbourne,E09000033,Westminster,E12000007,London,E92000001,England
E05000649,West End,E09000033,Westminster,E12000007,London,E92000001,England
E05009288,Aldersgate,E09000001,City of London,E12000007,London,E92000001,England
E05009289,Aldgate,E09000001,City of London,E12000007,London,E92000001,England
E05009290,Bassishaw,E09000001,City of London,E12000007,London,E92000001,England
E05009291,Billingsgate,E09000001,City of London,E12000007,London,E92000001,England
E05009292,Bishopsgate,E09000001,City of London,E12000007,London,E92000001,England
E05009293,Bread Street,E09000001,City of London,E12000007,London,E92000001,England
E05009294,Bridge,E09000001,City of London,E12000007,London,E92000001,England
E05009295,Broad Street,E09000001,City of London,E12000007,London,E92000001,England
E05009296,Candlewick,E09000001,City of London,E12000007,London,E92000001,England
E05009297,Castle Baynard,E09000001,City of London,E12000007,London,E92000001,England
E05009298,Cheap,E09000001,City of London,E12000007,London,E92000001,England
E05009299,Coleman Street,E09000001,City of London,E12000007,London,E92000001,England
E05009300,Cordwainer,E09000001,City of London,E12000007,London,E92000001,England
E05009301,Cornhill,E09000001,City of London,E12000007,London,E92000001,England
E05009302,Cripplegate,E09000001,City of London,E12000007,London,E92000001,England
E05009303,Dowgate,E09000001,City of London,E12000007,London,E92000001,England
E05009304,Farringdon Within,E09000001,City of London,E12000007,London,E92000001,England
E05009305,Farringdon Without,E09000001,City of London,E12000007,London,E92000001,England
E05009306,Langbourn,E09000001,City of London,E12000007,London,E92000001,England
E05009307,Lime Street,E09000001,City of London,E12000007,London,E92000001,England
E05009308,Portsoken,E09000001,City of London,E12000007,London,E92000001,England
E05009309,Queenhithe,E09000001,City of London,E12000007,London,E92000001,England
E05009310,Tower,E09000001,City of London,E12000007,London,E92000001,England
E05009311,Vintry,E09000001,City of London,E12000007,London,E92000001,England
E05009312,Walbrook,E09000001,City of London,E12000007,London,E92000001,England
E05009317,Bethnal Green,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009319,Bow East,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009320,Bow West,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009321,Bromley North,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009322,Bromley South,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009323,Canary Wharf,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009324,Island Gardens,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009325,Lansbury,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009326,Limehouse,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009327,Mile End,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009328,Poplar,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009329,St Dunstan's,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009331,St Peter's,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009332,Shadwell,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009334,Stepney Green,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009335,Weavers,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009336,Whitechapel,E09000030,Tower Hamlets,E12000007,London,E92000001,England
E05009367,Brownswood,E09000012,Hackney,E12000007,London,E92000001,England
E05009368,Cazenove,E09000012,Hackney,E12000007,London,E92000001,England
E05009369,Clissold,E09000012,Hackney,E12000007,London,E92000001,England
E05009370,Dalston,E09000012,Hackney,E12000007,London,E92000001,England
E05009371,De Beauvoir,E09000012,Hackney,E12000007,London,E92000001,England
E05009372,Hackney Central,E09000012,Hackney,E12000007,London,E92000001,England
E05009373,Hackney Downs,E09000012,Hackney,E12000007,London,E92000001,England
E05009374,Hackney Wick,E09000012,Hackney,E12000007,London,E92000001,England
E05009375,Haggerston,E09000012,Hackney,E12000007,London,E92000001,England
E05009376,Homerton,E09000012,Hackney,E12000007,London,E92000001,England
E05009377,Hoxton East & Shoreditch,E09000012,Hackney,E12000007,London,E92000001,England
E05009378,Hoxton West,E09000012,Hackney,E12000007,London,E92000001,England
E05009379,King's Park,E09000012,Hackney,E12000007,London,E92000001,England
E05009380,Lea Bridge,E09000012,Hackney,E12000007,London,E92000001,England
E05009381,London Fields,E09000012,Hackney,E12000007,London,E92000001,England
E05009382,Shacklewell,E09000012,Hackney,E12000007,London,E92000001,England
E05009383,Springfield,E09000012,Hackney,E12000007,London,E92000001,England
E05009384,Stamford Hill West,E09000012,Hackney,E12000007,London,E92000001,England
E05009385,Stoke Newington,E09000012,Hackney,E12000007,London,E92000001,England
E05009386,Victoria,E09000012,Hackney,E12000007,London,E92000001,England
E05009387,Woodberry Down,E09000012,Hackney,E12000007,London,E92000001,England
E05009388,Abingdon,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009390,Campden,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009392,Colville,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009393,Courtfield,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009394,Dalgarno,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009395,Earl's Court,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009396,Golborne,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009397,Holland,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009398,Norland,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009399,Notting Dale,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009400,Pembridge,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009401,Queen's Gate,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009402,Redcliffe,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009403,Royal Hospital,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009404,St. Helen's,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05009405,Stanley,E09000020,Kensington and Chelsea,E12000007,London,E92000001,England
E05011095,Borough & Bankside,E09000028,Southwark,E12000007,London,E92000001,England
E05011096,Camberwell Green,E09000028,Southwark,E12000007,London,E92000001,England
E05011097,Champion Hill,E09000028,Southwark,E12000007,London,E92000001,England
E05011098,Chaucer,E09000028,Southwark,E12000007,London,E92000001,England
E05011099,Dulwich Hill,E09000028,Southwark,E12000007,London,E92000001,England
E05011100,Dulwich Village,E09000028,Southwark,E12000007,London,E92000001,England
E05011101,Dulwich Wood,E09000028,Southwark,E12000007,London,E92000001,England
E05011102,Faraday,E09000028,Southwark,E12000007,London,E92000001,England
E05011103,Goose Green,E09000028,Southwark,E12000007,London,E92000001,England
E05011104,London Bridge & West Bermondsey,E09000028,Southwark,E12000007,London,E92000001,England
E05011105,Newington,E09000028,Southwark,E12000007,London,E92000001,England
E05011106,North Bermondsey,E09000028,Southwark,E12000007,London,E92000001,England
E05011107,North Walworth,E09000028,Southwark,E12000007,London,E92000001,England
E05011108,Nunhead & Queen's Road,E09000028,Southwark,E12000007,London,E92000001,England
E05011109,Old Kent Road,E09000028,Southwark,E12000007,London,E92000001,England
E05011110,Peckham,E09000028,Southwark,E12000007,London,E92000001,England
E05011111,Peckham Rye,E09000028,Southwark,E12000007,London,E92000001,England
E05011112,Rotherhithe,E09000028,Southwark,E12000007,London,E92000001,England
E05011113,Rye Lane,E09000028,Southwark,E12000007,London,E92000001,England
E05011114,St George's,E09000028,Southwark,E12000007,London,E92000001,England
E05011115,St Giles,E09000028,Southwark,E12000007,London,E92000001,England
E05011116,South Bermondsey,E09000028,Southwark,E12000007,London,E92000001,England
E05011117,Surrey Docks,E09000028,Southwark,E12000007,London,E92000001,England
E05011217,Barnehurst,E09000004,Bexley,E12000007,London,E92000001,England
E05011218,Belvedere,E09000004,Bexley,E12000007,London,E92000001,England
E05011219,Bexleyheath,E09000004,Bexley,E12000007,London,E92000001,England
E05011220,Blackfen & Lamorbey,E09000004,Bexley,E12000007,London,E92000001,England
E05011221,Blendon & Penhill,E09000004,Bexley,E12000007,London,E92000001,England
E05011222,Crayford,E09000004,Bexley,E12000007,London,E92000001,England
E05011223,Crook Log,E09000004,Bexley,E12000007,London,E92000001,England
E05011224,East Wickham,E09000004,Bexley,E12000007,London,E92000001,England
E05011225,Erith,E09000004,Bexley,E12000007,London,E92000001,England
E05011226,Falconwood & Welling,E09000004,Bexley,E12000007,London,E92000001,England
E05011227,Longlands,E09000004,Bexley,E12000007,London,E92000001,England
E05011228,Northumberland Heath,E09000004,Bexley,E12000007,London,E92000001,England
E05011229,St Mary's & St James,E09000004,Bexley,E12000007,London,E92000001,England
E05011230,Sidcup,E09000004,Bexley,E12000007,London,E92000001,England
E05011231,Slade Green & Northend,E09000004,Bexley,E12000007,London,E92000001,England
E05011232,Thamesmead East,E09000004,Bexley,E12000007,London,E92000001,England
E05011233,West Heath,E09000004,Bexley,E12000007,London,E92000001,England
E05011234,Aldborough,E09000026,Redbridge,E12000007,London,E92000001,England
E05011235,Barkingside,E09000026,Redbridge,E12000007,London,E92000001,England
E05011236,Bridge,E09000026,Redbridge,E12000007,London,E92000001,England
E05011237,Chadwell,E09000026,Redbridge,E12000007,London,E92000001,England
E05011238,Churchfields,E09000026,Redbridge,E12000007,London,E92000001,England
E05011239,Clayhall,E09000026,Redbridge,E12000007,London,E92000001,England
E05011240,Clementswood,E09000026,Redbridge,E12000007,London,E92000001,England
E05011241,Cranbrook,E09000026,Redbridge,E12000007,London,E92000001,England
E05011242,Fairlop,E09000026,Redbridge,E12000007,London,E92000001,England
E05011243,Fullwell,E09000026,Redbridge,E12000007,London,E92000001,England
E05011244,Goodmayes,E09000026,Redbridge,E12000007,London,E92000001,England
E05011245,Hainault,E09000026,Redbridge,E12000007,London,E92000001,England
E05011246,Ilford Town,E09000026,Redbridge,E12000007,London,E92000001,England
E05011247,Loxford,E09000026,Redbridge,E12000007,London,E92000001,England
E05011248,Mayfield,E09000026,Redbridge,E12000007,London,E92000001,England
E05011249,Monkhams,E09000026,Redbridge,E12000007,London,E92000001,England
E05011250,Newbury,E09000026,Redbridge,E12000007,London,E92000001,England
E05011251,Seven Kings,E09000026,Redbridge,E12000007,London,E92000001,England
E05011252,South Woodford,E09000026,Redbridge,E12000007,London,E92000001,England
E05011253,Valentines,E09000026,Redbridge,E12000007,London,E92000001,England
E05011254,Wanstead Park,E09000026,Redbridge,E12000007,London,E92000001,England
E05011255,Wanstead Village,E09000026,Redbridge,E12000007,London,E92000001,England
E05011462,Addiscombe East,E09000008,Croydon,E12000007,London,E92000001,England
E05011463,Addiscombe West,E09000008,Croydon,E12000007,London,E92000001,England
E05011464,Bensham Manor,E09000008,Croydon,E12000007,London,E92000001,England
E05011465,Broad Green,E09000008,Croydon,E12000007,London,E92000001,England
E05011466,Coulsdon Town,E09000008,Croydon,E12000007,London,E92000001,England
E05011467,Crystal Palace & Upper Norwood,E09000008,Croydon,E12000007,London,E92000001,England
E05011468,Fairfield,E09000008,Croydon,E12000007,London,E92000001,England
E05011469,Kenley,E09000008,Croydon,E12000007,London,E92000001,England
E05011470,New Addington North,E09000008,Croydon,E12000007,London,E92000001,England
E05011471,New Addington South,E09000008,Croydon,E12000007,London,E92000001,England
E05011472,Norbury & Pollards Hill,E09000008,Croydon,E12000007,London,E92000001,England
E05011473,Norbury Park,E09000008,Croydon,E12000007,London,E92000001,England
E05011474,Old Coulsdon,E09000008,Croydon,E12000007,London,E92000001,England
E05011475,Park Hill & Whitgift,E09000008,Croydon,E12000007,London,E92000001,England
E05011476,Purley & Woodcote,E09000008,Croydon,E12000007,London,E92000001,England
E05011477,Purley Oaks & Riddlesdown,E09000008,Croydon,E12000007,London,E92000001,England
E05011478,Sanderstead,E09000008,Croydon,E12000007,London,E92000001,England
E05011479,Selhurst,E09000008,Croydon,E12000007,London,E92000001,England
E05011480,Selsdon & Addington Village,E09000008,Croydon,E12000007,London,E92000001,England
E05011481,Selsdon Vale & Forestdale,E09000008,Croydon,E12000007,London,E92000001,England
E05011482,Shirley North,E09000008,Croydon,E12000007,London,E92000001,England
E05011483,Shirley South,E09000008,Croydon,E12000007,London,E92000001,England
E05011484,South Croydon,E09000008,Croydon,E12000007,London,E92000001,England
E05011485,South Norwood,E09000008,Croydon,E12000007,London,E92000001,England
E05011486,Thornton Heath,E09000008,Croydon,E12000007,London,E92000001,England
E05011487,Waddon,E09000008,Croydon,E12000007,London,E92000001,England
E05011488,West Thornton,E09000008,Croydon,E12000007,London,E92000001,England
E05011489,Woodside,E09000008,Croydon,E12000007,London,E92000001,England
